,year,selling_price,transmission,engine,max_power,torque
3850,2017,730000,1,10,260,48
3851,2014,450000,1,13,291,193
3852,2012,550000,1,78,145,267
3853,2017,420000,1,119,196,408
3854,2016,509999,1,19,220,144
3855,2015,905000,1,85,3,191
3857,2011,140000,1,112,178,398
3858,2006,300000,1,85,5,187
3859,2015,300000,1,10,279,50
3860,2010,225000,1,13,239,178
3861,2015,860000,1,85,3,191
3862,2012,400000,1,29,271,194
3863,2009,190000,1,14,278,50
3864,2013,350000,1,36,311,193
3865,2010,75000,1,118,203,422
3866,2019,860000,0,13,287,193
3867,2014,250000,1,119,220,424
3868,2017,700000,1,24,289,222
3869,2014,399000,1,13,242,178
3870,2016,320000,1,10,279,50
3872,2014,1100000,1,59,75,305
3873,2011,750000,1,85,5,187
3874,2010,750000,1,85,5,187
3875,2018,530000,1,90,205,160
3876,2017,750000,1,13,287,193
3877,2017,560000,0,11,247,11
3878,2017,450000,1,0,228,106
3879,2013,459999,1,10,278,50
3880,2013,235000,1,119,222,424
3881,2009,180000,1,2,204,431
3882,2007,140000,1,2,205,421
3883,2014,620000,1,24,290,221
3884,2012,190000,1,114,189,407
3885,2018,380000,1,114,189,407
3886,2019,1145000,1,36,315,199
3887,2017,540000,1,13,242,174
3888,2011,800000,1,85,5,187
3889,2006,150000,1,1,208,413
3890,1995,55000,1,112,170,388
3891,2015,919999,1,71,74,311
3893,2009,135000,1,112,178,398
3894,2017,340000,1,12,274,49
3895,2010,525000,1,85,5,187
3896,2016,411000,1,119,219,424
3897,2010,150000,1,119,222,424
3898,2015,575000,0,12,289,31
3899,2017,595000,1,10,260,48
3900,2017,525000,1,10,262,50
3901,2012,335000,1,13,239,43
3902,2012,300000,1,25,223,139
3903,2012,415000,1,24,290,221
3904,2016,925000,1,71,74,311
3905,2016,750000,1,21,296,85
3906,2018,1150000,0,39,57,272
3907,2015,260000,1,11,218,10
3908,2017,260000,1,112,175,392
3909,2011,347000,1,13,239,178
3910,2013,195000,1,114,189,407
3911,2016,265000,1,5,218,432
3912,2016,320000,1,119,196,408
3913,2016,590000,1,10,260,48
3914,2012,650000,1,85,5,187
3915,2013,509999,1,90,246,190
3916,2011,350000,1,13,239,178
3917,2018,749000,1,35,25,278
3918,2010,150000,1,24,228,95
3920,2003,58000,1,117,200,411
3921,2011,200000,1,29,210,139
3923,2014,240000,1,13,242,174
3924,2017,515000,1,36,311,193
3925,2008,145000,1,112,178,398
3926,2016,450000,1,119,219,424
3927,2010,179000,1,119,216,424
3928,2007,220000,1,47,8,103
3932,2018,850000,1,35,51,124
3933,2011,270000,1,11,239,27
3934,2016,335000,1,114,189,407
3935,2018,459999,1,119,219,424
3936,2017,710000,1,13,287,193
3937,2015,330000,1,13,242,178
3938,2017,1515000,1,58,112,324
3939,2018,750000,1,11,25,143
3940,2016,160000,1,118,204,422
3941,2016,215000,1,116,191,109
3942,2012,60000,1,110,173,380
3943,2014,480000,1,10,278,50
3944,2012,140000,1,13,292,192
3945,2012,200000,1,114,189,407
3946,2013,400000,1,29,206,139
3947,2012,180000,1,114,189,407
3948,2015,550000,1,10,259,41
3949,2016,550000,1,13,242,178
3950,2012,550000,1,13,291,193
3951,2011,270000,1,119,222,424
3952,2013,315000,1,29,207,139
3953,2018,875000,1,88,19,248
3954,2007,400000,1,85,5,187
3955,2014,540000,1,90,246,190
3956,2017,350000,1,119,196,408
3957,2011,360000,1,39,60,274
3958,2014,300000,1,119,219,424
3959,2014,350000,1,3,230,137
3960,2016,650000,1,32,0,241
3961,2016,350000,1,119,219,424
3962,2017,700000,1,36,310,199
3963,2013,415000,1,13,242,178
3984,2015,550000,1,24,290,221
3985,2012,595000,1,71,74,311
3986,2015,550000,1,13,246,185
3987,2015,2000000,1,85,77,319
3988,2010,400000,1,71,69,302
3989,2015,500000,1,13,299,202
3990,2017,340000,1,119,222,424
3991,2012,480000,1,71,45,287
3992,2013,480000,1,36,310,199
3993,2018,750000,1,36,315,199
3994,2008,100000,1,1,218,415
3995,2013,290000,1,10,265,37
3996,2015,425000,1,13,299,202
3997,2010,285000,1,35,36,118
3998,2016,625000,1,32,0,241
3999,2012,170000,1,13,246,185
4000,2018,459999,1,7,289,105
4001,2015,450000,1,13,299,202
4002,2019,650000,0,10,259,41
4003,2017,600000,1,10,261,46
4004,2013,178000,1,112,180,400
4005,2016,300000,1,112,180,400
4006,2009,150000,1,112,178,398
4007,2019,590000,1,10,261,47
4008,2016,310000,1,114,189,407
4009,2017,400000,1,7,289,105
4010,2014,520000,1,71,45,287
4011,2013,300000,1,29,246,163
4012,2019,1000000,1,10,28,195
4013,2003,65000,1,119,222,424
4014,2015,509999,1,36,311,193
4015,2012,221000,1,119,222,424
4016,2014,390000,1,46,8,129
4017,2002,350000,1,14,255,8
4018,2009,195000,1,112,178,398
4019,2010,1750000,0,101,156,384
4020,2013,600000,1,71,45,287
4021,2015,615000,1,24,290,221
4022,2013,350000,1,24,291,219
4023,2012,140000,1,116,194,123
4024,2017,650000,1,24,290,221
4025,2016,1100000,1,39,57,275
4026,2010,285000,1,24,295,224
4027,2011,190000,1,118,203,422
4028,2012,350000,1,36,308,89
4029,2014,400000,1,10,262,50
4030,2016,2100000,0,94,103,246
4031,2015,434999,1,10,260,48
4032,2014,450000,1,10,278,50
4033,2001,45000,1,112,184,403
4034,2015,450000,1,10,260,48
4035,2017,580000,1,13,242,178
4036,2016,900000,1,39,57,275
4037,2016,750000,1,13,287,193
4038,2009,140000,1,24,228,95
4039,2017,525000,1,10,261,36
4040,2009,114999,1,24,228,95
4041,2016,399000,1,12,274,49
4043,2012,275000,1,26,231,91
4044,2011,340000,1,24,295,224
4045,2012,222000,1,114,189,407
4046,2013,850000,0,95,131,355
4047,2007,70000,1,24,187,412
4048,2017,430000,1,12,274,49
4049,2017,430000,1,12,274,49
4050,2014,320000,1,119,219,424
4052,2012,500000,1,29,251,244
4053,2012,500000,1,29,23,249
4054,2010,229999,1,13,246,175
4055,2009,600000,0,71,45,287
4057,2017,500000,1,29,206,139
4058,2010,315000,1,90,205,157
4059,2011,265000,1,119,222,424
4060,2015,350000,1,36,317,212
4061,2012,200000,1,24,230,106
4062,2011,114999,1,24,183,416
4063,2014,425000,1,10,260,48
4064,2019,900000,1,36,315,199
4065,2014,550000,1,71,45,287
4066,2018,900000,1,36,311,193
4067,2011,165000,1,2,224,436
4068,2016,850000,0,39,57,275
4069,2016,850000,1,39,60,274
4070,2014,550000,1,88,19,248
4071,2011,500000,1,13,239,178
4073,2011,160000,1,2,224,436
4074,2015,670000,1,36,311,193
4075,2014,430000,1,13,242,178
4076,2015,375000,1,10,262,50
4077,2016,650000,1,10,260,48
4078,2016,500000,1,13,242,178
4080,2017,1350000,1,71,74,311
4081,2018,600000,1,36,27,261
4082,2017,1200000,1,39,57,275
4092,2017,550000,1,10,262,50
4094,2015,1225000,1,71,74,311
4095,2017,700000,1,12,289,31
4096,2013,530000,1,13,242,178
4103,2010,150000,1,12,254,15
4104,2014,475000,1,10,278,50
4105,2008,375000,1,92,45,287
4106,2016,425000,1,11,250,173
4107,2015,800000,1,36,311,193
4108,1996,40000,1,112,170,388
4109,2018,509999,0,119,218,424
4110,2015,387000,1,19,219,144
4111,2014,235000,1,112,180,400
4112,2000,95000,1,56,223,76
4113,2010,340000,1,13,246,178
4114,2016,1000000,1,71,74,311
4115,2009,160000,1,25,223,139
4116,2008,365000,1,92,45,287
4117,2011,300000,1,12,246,161
4118,2008,260000,1,13,246,178
4119,2018,860000,0,12,289,31
4120,2008,114999,1,47,8,103
4121,2007,100000,1,112,178,398
4122,2014,565000,1,36,8,260
4123,2013,450000,1,88,31,279
4124,2017,625000,1,10,268,55
4125,2016,280000,1,112,180,400
4126,2017,330000,1,119,220,424
4127,2015,1300000,1,39,57,275
4128,2008,65000,1,24,230,61
4129,2018,480000,1,12,274,49
4130,2016,400000,1,0,228,106
4131,2009,500000,1,71,68,302
4132,2012,320000,1,88,31,279
4133,2014,750000,1,71,74,311
4134,2017,620000,1,32,230,182
4135,2011,300000,1,13,239,178
4136,2018,1405000,1,42,49,127
4137,2017,282000,1,112,180,400
4138,2017,700000,0,10,259,41
4139,2017,700000,1,36,317,212
4140,2015,600000,1,36,310,199
4141,2012,290000,1,46,12,260
4142,2011,430000,0,62,83,309
4143,2017,575000,1,10,260,48
4144,2017,875000,1,42,49,127
4145,2010,180000,1,119,222,424
4146,2012,229999,1,13,240,178
4147,2019,800000,0,10,259,41
4148,2009,60000,1,118,205,422
4149,2009,150000,1,40,18,112
4150,2007,100000,1,24,230,106
4151,2015,900000,1,42,49,127
4152,2018,850000,1,24,290,221
4153,2014,220000,1,116,191,109
4154,2014,250000,1,112,180,400
4155,2012,125000,1,13,242,174
4159,2017,400000,1,12,274,49
4160,2002,50000,1,112,170,388
4161,2018,1000000,1,42,49,127
4162,2014,600000,1,36,311,193
4163,2010,250000,1,10,255,19
4164,2009,310000,1,90,205,157
4165,2005,120000,1,119,222,424
4166,2014,390000,1,88,31,279
4167,2019,458000,1,2,223,440
4168,2018,950000,1,36,315,199
4169,2017,650000,1,10,259,41
4170,2013,400000,1,13,242,178
4171,2015,400000,0,10,262,50
4172,2006,100000,1,112,178,398
4173,2012,350000,1,10,253,33
4174,2013,450000,1,72,71,302
4175,2006,350000,1,92,38,282
4176,2010,250000,1,12,239,161
4177,2013,450000,1,90,204,182
4178,2013,157000,1,112,170,388
4179,2018,1500000,1,71,90,331
4181,2007,75000,1,7,214,6
4182,2010,280000,1,89,255,186
4184,2012,250999,1,100,271,257
4185,2010,350000,1,49,63,145
4186,2016,300000,1,120,218,426
4187,2017,819999,1,29,271,193
4188,2010,409999,1,26,230,93
4189,2008,275000,1,47,8,103
4190,2013,497000,1,13,291,193
4191,2015,500000,1,10,260,48
4192,2006,170000,1,90,267,155
4196,2019,2700000,0,106,119,333
4198,2019,975000,1,36,315,199
4199,2018,620000,1,8,306,67
4202,2019,1227000,0,35,41,115
4204,2018,950000,1,36,315,199
4208,2019,1700000,0,28,75,265
4209,2014,545000,1,13,291,193
4210,2011,400000,1,13,242,178
4213,2015,562000,1,13,242,178
4214,2002,96000,1,100,268,264
4253,1999,155000,1,66,223,63
4274,2015,590000,1,36,293,198
4275,2016,350000,1,3,231,159
4276,2017,484999,1,10,259,41
4277,2015,240000,1,26,230,94
4278,2008,500000,1,85,5,187
4279,2017,300000,1,112,180,400
4280,2016,750000,1,13,287,193
4281,2016,574000,1,10,270,55
4282,2013,200000,1,13,292,192
4283,2016,1100000,1,39,57,275
4284,2012,350000,1,2,204,431
4285,1998,70000,1,112,170,388
4286,2005,120000,1,15,230,2
4287,2012,700000,1,85,0,191
4288,2019,500000,1,10,268,55
4289,2016,370000,1,26,229,95
4290,2019,600000,1,12,272,49
4291,2006,100000,1,117,200,411
4292,2013,409999,1,13,242,178
4293,2016,750000,0,35,40,115
4294,2017,600000,1,10,261,36
4295,2018,550000,1,11,262,54
4296,2018,950000,1,29,23,245
4297,2014,645000,0,71,45,287
4298,2014,750000,1,71,74,311
4299,2006,650000,1,51,126,240
4300,2015,800000,1,37,29,108
4301,2010,350000,1,53,68,150
4302,2015,700000,1,37,29,108
4303,2011,335000,1,14,278,50
4304,2012,270000,1,13,239,178
4306,2010,320000,1,13,239,178
4307,2007,120000,1,2,205,421
4308,2010,730000,0,48,102,225
4309,2007,125000,1,40,18,112
4310,2007,150000,1,1,208,415
4311,2018,310000,1,112,180,400
4312,2015,625000,1,13,242,178
4313,2012,267000,1,10,253,32
4314,2016,600000,1,10,261,46
4315,2011,180000,1,9,235,5
4316,2019,700000,1,10,288,42
4317,2013,121000,1,112,170,388
4318,2014,350000,1,10,262,50
4319,2012,869999,1,85,0,191
4339,2008,80000,1,1,208,413
4340,2008,120000,1,2,224,436
4341,2012,370000,1,71,35,281
4342,2015,750000,1,29,25,249
4343,2015,484999,1,90,205,160
4344,2006,120000,1,32,262,164
4364,2016,3100000,0,96,118,365
4367,2019,750000,0,10,259,41
4368,2010,350000,1,14,255,8
4369,2008,400000,1,71,45,287
4370,2015,570000,1,19,220,144
4371,2012,180000,1,114,189,407
4372,1998,68000,1,46,250,68
4373,2006,280000,1,55,215,207
4374,2005,90000,1,26,230,79
4375,2015,2600000,0,69,149,375
4376,2018,700000,1,100,273,257
4377,2016,1850000,0,69,67,292
4378,2015,685000,1,36,294,198
4379,2015,565000,1,13,240,178
4380,2017,1600000,0,53,124,258
4381,2014,395000,1,3,230,137
4382,2013,425000,1,24,291,220
4383,2019,1350000,1,36,26,261
4384,2016,1950000,0,64,130,347
4385,2018,535000,0,120,218,426
4386,2018,500000,1,120,218,426
4387,2016,434999,1,10,259,41
4388,2018,250000,0,110,171,381
4389,2014,700000,1,39,60,274
4390,2010,1100000,0,64,135,348
4391,2012,900000,0,59,120,323
4392,2015,425000,1,10,259,41
4393,2011,1600000,0,70,112,346
4394,2013,325000,1,37,315,210
4397,2019,1140000,0,35,25,278
4398,2017,980000,1,71,84,300
4399,2017,1920000,1,58,112,324
4400,2020,808000,1,120,26,154
4401,2014,550000,1,10,278,50
4402,2010,215000,1,112,178,398
4403,2016,512000,1,9,283,34
4404,2011,215000,1,112,178,398
4405,2012,500000,1,46,12,260
4406,2015,700000,1,36,13,260
4407,2012,525000,1,71,69,302
4408,2011,550000,1,71,45,287
4409,2016,750000,1,13,287,193
4410,2017,395000,1,119,218,424
4411,2017,675000,1,10,260,48
4412,2008,140000,1,2,204,431
4413,2011,430000,1,71,45,287
4435,2014,300000,1,119,219,424
4436,2013,355000,1,13,249,200
4437,2015,180000,1,112,180,400
4440,2007,125000,1,7,214,6
4443,2018,810000,1,13,287,193
4444,2018,671000,0,20,312,87
4445,2018,295000,1,112,180,400
4446,2017,850000,1,13,287,193
4447,2013,409999,1,13,242,178
4448,2015,600000,1,21,302,85
4449,2015,600000,1,90,204,182
4450,2012,220000,1,119,222,424
4451,2013,550000,1,13,242,178
4452,2014,650000,1,90,246,190
4453,2014,655000,1,90,246,190
4454,2006,130000,1,56,223,52
4455,2014,400000,1,29,23,249
4457,2009,155000,1,112,178,398
4458,2013,250000,1,7,210,4
4459,2014,400000,1,10,262,50
4460,2019,500000,1,11,220,10
4461,2018,565000,0,2,223,440
4462,2018,900000,1,36,315,199
4463,2017,650000,1,32,230,182
4464,2013,600000,1,90,204,182
4465,2018,800000,1,13,243,178
4466,2015,575000,1,24,290,221
4467,2016,550000,0,37,29,97
4468,2011,190000,1,40,11,114
4469,2017,750000,1,36,315,199
4470,2018,625000,1,10,268,55
4471,2018,799000,1,24,290,221
4472,2013,300000,1,119,219,424
4473,2017,850000,1,21,296,85
4474,2012,130000,1,118,203,422
4475,2011,229999,1,119,222,424
4476,2015,400000,1,119,219,424
4477,2018,900000,1,88,19,248
4478,2015,800000,1,65,45,284
4479,2015,250999,1,114,189,407
4480,2011,250000,1,20,295,57
4481,2009,100000,1,5,218,432
4482,2016,450000,1,10,259,41
4483,2017,575000,1,29,271,193
4484,2013,400000,1,29,271,194
4485,2019,480000,1,119,218,424
4486,2019,490000,1,119,218,424
4487,2007,150000,1,26,230,79
4488,2017,600000,1,13,242,174
4489,2015,500000,1,3,231,159
4490,2015,425000,1,13,289,192
4491,2003,108000,1,32,262,164
4492,2015,1030000,1,85,3,191
4493,2015,360000,1,119,219,424
4494,2012,290000,1,11,239,27
4496,2003,70000,1,38,192,432
4497,2012,320000,1,100,271,257
4500,2014,755000,1,39,60,274
4501,2011,215000,1,25,223,139
4502,2011,735000,1,85,5,187
4503,2007,190000,1,2,224,436
4504,2014,1365000,1,85,3,191
4505,2018,675000,1,12,289,31
4506,2014,438999,1,13,242,178
4507,2015,550000,1,29,25,245
4508,2013,409999,1,10,278,50
4509,2019,350000,1,113,186,405
4510,2012,135000,1,116,194,123
4511,2016,1490000,1,80,82,317
4512,2014,520000,1,13,242,178
4513,2010,315000,1,13,239,178
4514,2010,235000,1,119,216,424
4515,2005,80500,1,33,304,64
4516,2013,375000,1,13,240,178
4517,2006,189000,1,10,277,40
4518,2017,550000,1,36,311,193
4519,2011,260000,1,25,223,135
4540,2015,300000,1,119,220,424
4541,2010,350000,1,35,42,116
4543,2019,892000,1,13,287,193
4544,2012,285000,1,13,300,202
4545,2012,300000,1,2,224,436
4546,2016,620000,1,13,287,193
4547,2017,750000,1,13,287,193
4548,2016,270000,1,112,180,400
4550,2012,300000,1,2,204,431
4553,2011,220000,1,24,228,106
4554,2012,260000,1,40,11,114
4555,2019,600000,0,10,259,41
4556,2015,80000,1,110,171,381
4557,2016,300000,1,114,189,407
4558,2015,300000,1,7,289,105
4559,2016,400000,1,11,262,54
4560,2016,550000,1,10,259,41
4561,2019,1200000,1,36,309,193
4562,2015,500000,1,36,317,212
4563,2005,93000,1,14,277,30
4564,2014,500000,1,36,311,193
4565,2018,670000,1,19,220,144
4566,2012,750000,1,85,5,187
4567,2017,370000,1,119,220,424
4568,2012,100000,1,112,170,388
4569,2016,425000,1,2,224,436
4570,2006,370000,1,85,5,187
4572,2009,229999,1,71,71,302
4573,2016,850000,1,13,287,193
4574,2018,750000,1,29,213,139
4575,2010,235000,1,56,295,177
4576,2017,700000,1,36,311,193
4577,2016,480000,1,3,230,137
4578,2016,475000,1,13,242,174
4579,2015,610000,1,36,13,260
4580,2011,650000,1,85,5,187
4581,2017,800000,1,36,311,193
4582,2015,520000,1,71,71,302
4583,2014,160000,1,24,228,106
4584,2018,1000000,1,13,287,193
4585,2015,700000,1,13,291,193
4586,2017,590000,1,36,311,193
4587,2002,140000,1,119,222,424
4588,2017,725000,1,32,0,241
4589,2017,1680000,1,80,82,317
4590,2015,550000,1,13,242,178
4591,2012,240000,1,13,240,178
4592,2013,667000,1,76,131,360
4593,2017,670000,1,36,311,193
4594,2015,550000,1,13,242,178
4595,2015,400000,1,119,219,424
4596,2014,545000,1,39,60,274
4597,2015,599000,1,21,302,85
4598,2016,725000,1,24,289,221
4599,2015,525000,1,35,40,115
4600,2011,204999,1,13,239,43
4601,2012,190000,1,12,246,161
4602,2015,310000,1,3,230,137
4603,2016,380000,1,3,230,137
4604,2012,204000,1,119,222,424
4605,2018,350000,1,119,224,427
4606,2013,350000,1,46,14,260
4607,2012,175000,1,25,223,139
4608,2011,340000,1,46,14,260
4609,2017,950000,1,35,41,115
4610,2017,894999,1,35,40,115
4611,2014,350000,1,100,273,257
4612,2005,100000,1,24,277,77
4613,2016,550000,1,13,242,178
4614,2004,100000,1,26,230,79
4615,2016,800000,1,71,74,311
4616,2013,525000,1,90,204,182
4617,2008,500000,1,71,71,302
4618,2003,42000,1,112,170,388
4619,2009,190000,1,10,278,50
4620,2019,694000,1,13,243,178
4621,2016,861999,0,71,74,311
4622,2017,650000,1,36,311,193
4623,2011,310000,1,13,239,178
4624,2013,360000,1,13,242,178
4625,2011,240000,1,13,239,178
4626,2012,500000,1,71,74,311
4627,2010,475000,1,85,5,187
4628,2007,100000,1,112,178,398
4629,2009,200000,1,40,18,112
4630,2006,430000,1,85,5,187
4631,2010,245000,1,88,31,277
4632,2014,450000,1,13,242,178
4633,2017,800000,1,13,287,193
4634,2011,215000,1,10,279,50
4635,2017,760000,1,13,287,193
4636,2015,416000,1,36,292,237
4637,2011,195000,1,119,222,424
4638,2017,325000,1,112,180,400
4639,2010,145000,1,119,222,424
4640,2018,675000,1,13,242,178
4641,2016,340000,1,119,219,424
4642,2011,340000,1,13,295,192
4643,2014,260000,1,112,167,388
4644,2015,300000,1,112,180,400
4645,2007,75000,1,112,170,388
4646,2011,350000,1,26,230,94
4648,2010,170000,1,13,292,192
4649,2018,600000,1,10,278,50
4650,2010,800000,0,35,42,116
4651,2018,850000,1,93,257,238
4652,2014,980000,1,71,74,311
4653,2011,850000,1,89,75,312
4654,2012,340000,1,100,227,229
4655,2018,900000,0,13,287,193
4656,2010,310000,1,13,239,178
4657,2013,600000,1,13,292,193
4658,2008,270000,1,13,239,178
4659,2019,509999,1,2,223,440
4660,2013,225000,1,26,230,94
4661,2015,280000,1,10,253,32
4662,2016,490000,1,0,228,106
4663,2013,440000,1,90,204,183
4664,2014,500000,1,71,71,302
4665,2005,476999,1,77,97,216
4666,2015,590000,1,10,261,46
4667,2010,500000,1,89,75,312
4668,2015,600000,1,36,310,199
4669,2016,750000,1,65,45,284
4670,2017,2950000,0,64,135,336
4671,2019,5200000,0,64,139,348
4672,2019,695000,1,36,285,237
4673,2018,690000,1,13,242,178
4674,2016,409999,1,6,241,170
4675,2020,1650000,1,58,108,324
4676,2016,2375000,0,59,117,335
4677,2017,525000,1,6,241,170
4678,2019,2150000,1,58,114,324
4679,2013,540000,1,71,74,311
4680,2017,2750000,0,102,109,330
4681,2016,1000000,1,65,45,284
4682,2018,2900000,0,59,135,350
4683,2017,725000,1,32,0,241
4684,2018,975000,1,13,288,193
4685,2016,355000,1,119,220,424
4686,2008,400000,1,77,97,216
4687,2015,265000,1,112,180,400
4688,2018,650000,1,36,285,237
4689,2017,720000,1,13,287,193
4690,2016,850000,1,42,49,130
4691,2015,290000,1,119,220,424
4692,2010,1200000,0,87,150,247
4693,2016,600000,0,32,0,236
4694,2011,300000,1,13,239,43
4695,2012,225000,1,29,207,139
4696,2009,240000,1,13,239,178
4697,2014,700000,1,39,60,274
4698,2014,470000,1,13,242,178
4699,2016,800000,1,24,290,218
4700,2012,450000,1,29,23,249
4701,2007,90000,1,24,187,412
4702,2010,450000,1,19,284,201
4704,2017,1465000,0,96,116,328
4705,2016,925000,1,39,57,275
4706,2016,1385000,1,80,82,317
4707,2015,2000000,1,102,109,318
4708,2004,80000,1,26,230,79
4709,2007,300000,1,71,45,287
4710,2009,360000,1,13,239,178
4711,2010,320000,1,32,28,239
4712,1994,99000,1,64,182,13
4713,2016,780000,1,13,287,193
4714,2013,620000,1,13,291,193
4715,2006,100000,1,48,87,205
4716,2014,210000,1,5,210,433
4718,2019,786000,1,120,231,434
4719,2014,1000000,1,71,74,311
4720,2002,120000,1,38,195,409
4721,2016,750000,1,29,210,139
4722,2016,550000,1,10,260,48
4723,2018,875000,1,71,84,300
4724,2018,890000,1,71,84,300
4726,2015,550000,1,90,204,182
4727,2018,400000,1,11,218,10
4728,2015,290000,1,119,219,424
4729,2012,150000,1,24,228,95
4730,2015,300000,1,9,235,5
4740,2019,500000,1,2,223,440
4743,2013,250000,1,13,292,192
4749,2013,220000,1,24,228,106
4752,2009,650000,1,85,5,187
4753,2018,5500000,0,104,160,396
4754,2017,875000,0,13,243,178
4755,2019,785000,1,10,260,48
4756,2017,819999,1,12,289,31
4757,2016,2950000,0,64,136,348
4758,2016,1925000,1,80,81,317
4759,2017,885000,1,36,311,193
4760,2015,680000,0,37,29,108
4761,2017,960000,1,36,315,199
4762,2012,385000,1,11,283,16
4763,2019,1650000,1,58,108,324
4764,2018,890000,1,32,0,241
4765,2015,1275000,0,99,91,340
4766,2018,6000000,0,104,160,396
4767,2019,1025000,0,30,9,98
4768,2016,675000,0,10,14,152
4769,2017,700000,1,10,259,41
4770,2016,780000,1,36,310,199
4771,2017,1050000,1,39,60,274
4772,2015,2700000,0,101,156,387
4773,2016,400000,1,13,242,174
4774,2011,400000,1,90,204,183
4775,2009,85000,1,112,178,398
4776,2018,1300000,1,71,91,348
4777,2018,819999,1,32,0,241
4778,2015,620000,0,32,0,241
4779,2018,260000,1,120,218,426
4781,2015,484999,1,10,262,50
4787,2015,2500000,0,104,162,391
4790,2017,650000,1,11,237,27
4791,2017,1748999,1,80,82,317
4792,2017,925000,0,35,36,118
4797,2017,810000,1,13,287,193
4800,2013,910000,1,85,0,191
4801,2016,300000,1,26,181,416
4802,2004,120000,1,117,200,411
4803,2015,490000,1,10,260,48
4804,2013,425000,1,36,311,193
4805,2011,155000,1,112,178,398
4806,2013,490000,1,71,45,287
4807,2010,132000,1,112,178,398
4808,2018,750000,1,24,291,218
4809,2011,225000,1,119,222,424
4810,2011,240000,1,10,253,33
4811,2004,33351,1,119,222,424
4812,2010,80000,1,118,203,422
4813,2004,40000,1,112,170,388
4814,2019,1100000,1,36,311,193
4834,2016,380000,1,3,231,159
4835,2011,300000,1,71,71,302
4837,2011,325000,1,13,242,178
4838,2016,400000,1,11,250,173
4839,2017,800000,1,29,271,194
4840,2018,950000,1,36,315,199
4841,2013,300000,1,13,242,178
4843,2017,530000,1,11,262,54
4844,2013,350000,1,13,238,148
4845,2008,168000,0,78,105,235
4846,2016,240000,1,113,186,405
4847,2010,220000,1,13,239,178
4848,2008,110000,1,1,218,415
4849,2016,850000,1,13,287,193
4851,2018,2064000,1,80,82,317
4852,2018,950000,1,13,287,193
4853,2013,200000,1,114,189,407
4854,2017,660000,1,13,242,178
4855,2013,420000,1,36,311,193
4856,2010,150000,1,5,213,430
4857,2013,175000,1,116,194,123
4858,2018,750000,0,12,289,31
4859,2014,425000,1,13,240,178
4860,2015,790000,1,19,284,201
4861,2011,830000,1,85,5,187
4862,2015,650000,1,36,311,193
4863,2015,780000,1,19,284,201
4864,2010,180000,1,2,224,436
4865,2019,869999,1,36,315,199
4866,2011,275000,1,13,292,192
4867,2017,630000,1,10,260,48
4868,2008,150000,1,49,56,134
4869,2016,315000,1,112,180,400
4870,2011,189000,1,24,230,106
4871,2014,580000,1,13,242,178
4873,2018,825000,1,13,287,193
4874,2016,650000,1,71,85,302
4875,2004,50000,1,18,295,18
4876,2011,200000,1,11,239,27
4877,2013,135000,1,26,230,95
4878,2017,680000,1,24,290,221
4879,2017,670000,1,24,290,221
4880,2010,1000000,0,64,152,366
4881,2010,240000,1,119,222,424
4882,2014,555000,1,75,72,308
4883,2013,455000,1,46,12,260
4884,2018,750000,1,13,243,178
4885,2016,700000,0,13,242,178
4886,2016,220000,0,110,171,381
4887,2014,160000,1,24,228,106
4888,2013,225000,1,13,249,200
4889,2008,140000,1,24,228,95
4890,2014,600000,1,13,242,178
4891,2015,1000000,1,71,74,311
4892,2008,65000,1,118,203,422
4893,2019,500000,1,10,259,41
4896,2017,1150000,1,71,74,311
4897,2012,320000,1,11,246,27
4898,2019,950000,1,36,315,210
4899,2012,250000,1,25,223,139
4900,2004,400000,1,89,75,312
4901,2008,1100000,0,64,122,321
4902,2017,600000,1,13,242,178
4903,2017,509999,1,10,259,41
4904,2016,395000,1,46,8,128
4905,2018,469000,1,119,220,424
4906,2017,250000,1,112,180,400
4907,2011,130000,1,118,204,422
4908,2019,906000,1,36,315,199
4909,2011,160000,1,25,223,139
4910,2012,300000,1,14,278,50
4911,2010,60000,1,112,172,401
4912,2014,400000,1,10,278,50
4913,2018,450000,1,12,275,39
4914,2014,465000,1,90,204,182
4915,2012,325000,1,13,242,178
4916,2008,150000,1,112,178,398
4917,2014,250000,1,114,189,407
4918,2011,175000,1,112,178,398
4919,2010,175000,1,112,178,398
4920,2006,150000,1,35,0,81
4921,2018,797000,1,32,230,182
4922,2019,800000,1,10,261,58
4923,2019,750000,1,90,204,182
4924,2011,400000,1,71,35,281
4925,2012,160000,1,112,178,398
4926,2016,700000,1,90,204,182
4927,2010,160000,1,112,178,398
4928,2012,400000,1,24,291,219
4929,2013,451000,1,19,221,144
4930,2002,40000,1,112,170,388
4931,2012,300000,1,13,292,192
4932,2017,421000,1,119,219,424
4934,2016,950000,1,13,287,193
4935,2011,395000,1,24,295,224
4936,2016,950000,1,13,287,193
4937,2013,270000,1,112,180,400
4938,2009,360000,0,24,0,82
4939,2008,235000,1,13,246,178
4940,2014,1850000,0,69,147,375
4945,2017,1650000,1,58,112,324
4946,2012,376000,1,11,283,16
4947,2017,875000,1,36,294,198
4948,2014,459999,1,10,265,37
4949,2018,755000,1,13,242,178
4950,2019,6223000,0,53,135,298
4951,2019,5923000,0,53,135,298
4952,2019,6523000,0,53,135,298
4953,2010,1050000,1,102,115,318
